0, 1, 0
0, 0.79466, 0.6070548
0, 0.7453682, -0.6666529
0, 0.1876087, -0.9822439
0, -0.187599, 0.9822457
0, -0.7453623, 0.6666597
0, -0.7946519, -0.6070654
0, -1, 0
0.3568512, 0.3333276, 0.8726683
0.3567822, -0.3333326, -0.8726946
0.5257364, 0.79466, -0.3035074
0.5257394, -0.7946447, 0.3035426
0.5773347, -0.7453693, -0.3333306
0.5773371, 0.3333489, -0.7453591
0.5773677, 0.7453369, 0.3333459
0.5773616, -0.3333244, 0.7453512
0.8506206, -0.1876101, -0.4911691
0.8506755, 0.187572, 0.4910886
0.9341737, 0.3333164, -0.1273569
0.9341744, -0.3333431, 0.1272811
-0.3568529, -0.3333188, -0.8726709
-0.3567838, 0.3333375, 0.872692
-0.5257301, -0.7946638, 0.3035084
-0.5773365, -0.3333519, 0.7453584
-0.5257398, 0.7946454, -0.3035395
-0.57736, -0.7453423, -0.3333471
-0.5773645, 0.3333262, -0.7453482
-0.577341, 0.7453642, 0.333331
-0.8506745, -0.1875776, -0.491088
-0.8506222, 0.1876014, 0.4911695
-0.934171, -0.3333246, 0.1273549
-0.9341761, 0.3333384, -0.1272813
